        lookbackS threshold nFast nSlow nSig nHold inventoryLimits  PD Ratio
 [360,]        14        36    12    26    9     2             170      0.15
 [361,]        14        38    12    26    9     0             100      0.15
 [362,]        14        38    12    26    9     3              80      0.15
 [363,]        14        40    12    26    9     0             130      0.15
 [364,]        14        42    12    26    9     0              50      0.15
 [365,]        14        44    12    26    9     0              80      0.15
 [366,]        14        10    12    26    9     0              90      0.14
 [367,]        14        22    12    26    9     0             100      0.14
 [368,]        14        24    12    26    9     0             100      0.14
 [369,]        14        26    12    26    9     0             100      0.14
 [370,]        14        28    12    26    9     0             100      0.14
 [371,]        14        30    12    26    9     0             100      0.14
 [372,]        14        30    12    26    9     3             170      0.14
 [373,]        14        36    12    26    9     1              80      0.14
 [374,]        14        38    12    26    9     2             160      0.14
 [375,]        14        38    12    26    9     2             170      0.14
 [376,]        14        42    12    26    9     2             160      0.14
 [377,]        14        32    12    26    9     1             100      0.13
 [378,]        14        44    12    26    9     1             130      0.13
 [379,]        14        10    12    26    9     3             180      0.12
 [380,]        14        16    12    26    9     3             180      0.12
 [381,]        14        32    12    26    9     3              70      0.12
 [382,]        14        34    12    26    9     0             180      0.12
 [383,]        14        34    12    26    9     1             100      0.12
 [384,]        14        38    12    26    9     1             180      0.12
 [385,]        14        40    12    26    9     1              80      0.12
 [386,]        14        42    12    26    9     1              80      0.12
 [387,]        14        42    12    26    9     3             160      0.12
 [388,]        14        10    12    26    9     2              40      0.11
 [389,]        14        12    12    26    9     2              40      0.11
 [390,]        14        12    12    26    9     3             180      0.11
 [391,]        14        14    12    26    9     2              40      0.11
 [392,]        14        14    12    26    9     3             180      0.11
 [393,]        14        16    12    26    9     2              40      0.11
 [394,]        14        18    12    26    9     0             160      0.11
 [395,]        14        18    12    26    9     0             170      0.11
 [396,]        14        18    12    26    9     2              40      0.11
 [397,]        14        18    12    26    9     3             180      0.11
 [398,]        14        20    12    26    9     0             160      0.11
 [399,]        14        20    12    26    9     0             170      0.11
 [400,]        14        26    12    26    9     3             180      0.11
 [401,]        14        28    12    26    9     3             180      0.11
 [402,]        14        34    12    26    9     0              60      0.11
 [403,]        14        38    12    26    9     0             190      0.11
 [404,]        14        38    12    26    9     1             100      0.11
 [405,]        14        40    12    26    9     0              80      0.11
 [406,]        14        42    12    26    9     1              50      0.11
 [407,]        14        48    12    26    9     1             180      0.11
 [408,]        14        48    12    26    9     3             160      0.11
 [409,]        14        10    12    26    9     0             160      0.10
 [410,]        14        10    12    26    9     0             170      0.10
 [411,]        14        12    12    26    9     0             160      0.10
 [412,]        14        12    12    26    9     0             170      0.10
 [413,]        14        14    12    26    9     0             160      0.10
 [414,]        14        14    12    26    9     0             170      0.10
 [415,]        14        16    12    26    9     0             160      0.10
 [416,]        14        16    12    26    9     0             170      0.10
 [417,]        14        20    12    26    9     2              40      0.10
 [418,]        14        22    12    26    9     2              40      0.10
 [419,]        14        24    12    26    9     2              40      0.10
 [420,]        14        26    12    26    9     2              40      0.10
 [421,]        14        28    12    26    9     2              40      0.10
 [422,]        14        30    12    26    9     2              40      0.10
 [423,]        14        32    12    26    9     1             170      0.10
 [424,]        14        34    12    26    9     3              40      0.10
 [425,]        14        36    12    26    9     0             180      0.10
 [426,]        14        36    12    26    9     3              40      0.10
 [427,]        14        38    12    26    9     1              50      0.10
 [428,]        14        40    12    26    9     0             190      0.10
 [429,]        14        42    12    26    9     2             150      0.10
 [430,]        14        46    12    26    9     1             110      0.10
 [431,]        14        20    12    26    9     3             180      0.09
 [432,]        14        22    12    26    9     3             180      0.09
 [433,]        14        24    12    26    9     3             180      0.09
 [434,]        14        30    12    26    9     3              80      0.09
 [435,]        14        30    12    26    9     3             150      0.09
 [436,]        14        32    12    26    9     1              50      0.09
 [437,]        14        32    12    26    9     2             190      0.09
 [438,]        14        36    12    26    9     0              60      0.09
 [439,]        14        40    12    26    9     1             150      0.09
 [440,]        14        42    12    26    9     3              50      0.09
 [441,]        14        42    12    26    9     3              70      0.09
 [442,]        14        44    12    26    9     2             160      0.09
 [443,]        14        34    12    26    9     1              50      0.08
 [444,]        14        34    12    26    9     1             170      0.08
 [445,]        14        44    12    26    9     0              50      0.08
 [446,]        14        46    12    26    9     0              70      0.08
 [447,]        14        48    12    26    9     0             180      0.08
 [448,]        14        14    12    26    9     1             170      0.07
 [449,]        14        16    12    26    9     1             170      0.07
 [450,]        14        18    12    26    9     1              50      0.07
 [451,]        14        18    12    26    9     1             170      0.07
 [452,]        14        26    12    26    9     1              50      0.07
 [453,]        14        26    12    26    9     3              80      0.07
 [454,]        14        28    12    26    9     1              50      0.07
 [455,]        14        28    12    26    9     3              80      0.07
 [456,]        14        30    12    26    9     1              50      0.07
 [457,]        14        32    12    26    9     0              90      0.07
 [458,]        14        34    12    26    9     0              90      0.07
 [459,]        14        36    12    26    9     0              90      0.07
 [460,]        14        40    12    26    9     1              60      0.07
 [461,]        14        42    12    26    9     2             170      0.07
 [462,]        14        44    12    26    9     1             140      0.07
 [463,]        14        46    12    26    9     1             170      0.07
 [464,]        14        10    12    26    9     1             170      0.06
 [465,]        14        12    12    26    9     1             170      0.06
 [466,]        14        14    12    26    9     1              50      0.06
 [467,]        14        14    12    26    9     1              90      0.06
 [468,]        14        16    12    26    9     1              50      0.06
 [469,]        14        16    12    26    9     1              90      0.06
 [470,]        14        18    12    26    9     1              90      0.06
 [471,]        14        20    12    26    9     1              50      0.06
 [472,]        14        22    12    26    9     0              90      0.06
 [473,]        14        22    12    26    9     1              50      0.06
 [474,]        14        24    12    26    9     0              90      0.06
 [475,]        14        24    12    26    9     1              50      0.06
 [476,]        14        26    12    26    9     0              90      0.06
 [477,]        14        28    12    26    9     0              90      0.06
 [478,]        14        30    12    26    9     0              90      0.06
 [479,]        14        32    12    26    9     1              80      0.06
 [480,]        14        32    12    26    9     3              40      0.06
 [481,]        14        38    12    26    9     3             190      0.06
 [482,]        14        44    12    26    9     1             100      0.06
 [483,]        14        10    12    26    9     1              50      0.05
 [484,]        14        10    12    26    9     1              90      0.05
 [485,]        14        10    12    26    9     3              80      0.05
 [486,]        14        12    12    26    9     1              50      0.05
 [487,]        14        12    12    26    9     1              90      0.05
 [488,]        14        20    12    26    9     3              80      0.05
 [489,]        14        22    12    26    9     3              80      0.05
 [490,]        14        24    12    26    9     3              80      0.05
 [491,]        14        32    12    26    9     0             190      0.05
 [492,]        14        34    12    26    9     1              80      0.05
 [493,]        14        34    12    26    9     3              50      0.05
 [494,]        14        36    12    26    9     2              40      0.05
 [495,]        14        36    12    26    9     3              50      0.05
 [496,]        14        38    12    26    9     2              40      0.05
 [497,]        14        42    12    26    9     0             190      0.05
 [498,]        14        42    12    26    9     1              70      0.05
 [499,]        14        44    12    26    9     0              70      0.05
 [500,]        14        12    12    26    9     3              80      0.04
 [501,]        14        14    12    26    9     3              80      0.04
